ref,greek,lemma,pos,didakta,rel,syn,line,didakta_1,didakta_2,didakta_3,didakta_4,didakta_combined
9,θεοὶ,θεός,n-p---mn-,NomSubj,8.0,SBJ,5.286,NomSubj,,,,NomSubj
10,ἄλλως,ἄλλως,d--------,adv indeclform,8.0,ADV,5.286,,,,,
11,ἀμφ',ἀμφί,r--------,Prep5,8.0,AuxP,5.287,,,,,
12,Ὀδυσῆι,Ὀδυσσεύς,n-s---md-,DatAdvn (Prep5),11.0,OBJ,5.287,DatAdvn (Prep5),,,,DatAdvn (Prep5)
13,ἐμεῖο,ἐγώ,p1s---mg-,"GenAbs, Pron1",16.0,SBJ,5.287,GenAbs,,,,GenAbs
14,μετ',μετά,r--------,Prep5,16.0,AuxP,5.287,,,,,
15,Αἰθιόπεσσιν,Αἰθίοψ,n-p---md-,DatLoc (Prep5),14.0,PNOM,5.287,DatLoc (Prep5),,,,DatLoc (Prep5)
16,ἐόντος,εἰμί,v-sppamg-,PartGen,8.0,ADV,5.287,PartGen,,,,PartGen
17,",",",",u--------,,18.0,AuxX,5.287,,,,,
18,καὶ,καί,c--------,conj indeclform,0.0,COORD,5.288,,,,,
19,δὴ,δή,g--------,particle indeclform,36.0,AuxY,5.288,,,,,
20,Φαιήκων,Φαίαξ,n-p---mg-,GenPos,21.0,ATR,5.288,GenPos,,,,GenPos
21,γαίης,γαῖα,n-s---fg-,GenLoc,36.0,PNOM,5.288,GenLoc,,,,GenLoc
22,σχεδόν,σχεδόν,d--------,adv indeclform,18.0,AuxP,5.288,,,,,
23,",",",",u--------,,37.0,AuxX,5.288,,,,,
24,ἔνθα,ἔνθα,d--------,adv indeclform,37.0,ADV,5.288,,,,,
25,οἱ,ἕ,p-s---md-,DatVerb,26.0,OBJ,5.288,DatVerb,,,,DatVerb
26,αἶσα,αἶσα,n-s---fn-,NomSubj,37.0,SBJ,5.288,NomSubj,,,,NomSubj
27,ἐκφυγέειν,ἐκφεύγω,v--ana---,InfDyn.2,37.0,PNOM,5.289,InfDyn.2,,,,InfDyn.2
28,μέγα,μέγας,a-s---na-,AccObj,29.0,ATR,5.289,AccObj,,,,AccObj
29,πεῖραρ,πεῖραρ,n-s---na-,AccObj,27.0,OBJ,5.289,AccObj,,,,AccObj
30,ὀιζύος,ὀιζύς,n-s---fg-,GenQual,29.0,ATR,5.289,GenQual,,,,GenQual
31,",",",",u--------,,34.0,AuxX,5.289,,,,,
32,ἥ,ὅς,p-s---fn-,"NomSubj, Pron8",34.0,SBJ,5.289,NomSubj,,,,NomSubj
33,μιν,μιν,p-s---ma-,AccObj,34.0,OBJ,5.289,AccObj,,,,AccObj
34,ἱκάνει,ἱκάνω,v3spia---,"PresIter.1., Ind, Act",30.0,ATR,5.289,PresIter.1.,Ind,Act,,PresIter.1.|Ind|Act
35,.,.,u--------,,0.0,AuxK,5.289,,,,,
1,ἀλλ',ἀλλά,d--------,adv indeclform,5.0,AuxY,5.29,,,,,
2,ἔτι,ἔτι,d--------,adv indeclform,7.0,ADV,5.29,,,,,
3,μέν,μέν,g--------,particle indeclform,5.0,AuxY,5.29,,,,,
4,μίν,μιν,p-s---ma-,AccObj,7.0,OBJ,5.29,AccObj,,,,AccObj
5,φημι,φημί,v1spia---,"Pres, Ind, Act",0.0,PRED,5.29,Pres,Ind,Act,,Pres|Ind|Act
6,ἅδην,ἅδος,n-s---na-,AccDirec,7.0,OBJ,5.29,AccDirec,,,,AccDirec
7,ἐλάαν,ἐλαύνω,v--pna---,InfDec,5.0,OBJ,5.29,InfDec,,,,InfDec
8,κακότητος,κακότης,n-s---fg-,GenMeas,6.0,ATR,5.29,GenMeas,,,,GenMeas
9,.,.,u--------,,0.0,AuxK,5.29,,,,,
10,&quot;,&quot;,u--------,,5.0,AuxG,5.29,,,,,
1,ὣς,ὡς,d--------,adv indeclform,2.0,ADV,5.291,,,,,
2,εἰπὼν,εἶπον,v-sapamn-,"NomSubj, PartCirc.7",3.0,ADV,5.291,NomSubj,PartCirc.7,,,NomSubj|PartCirc.7
3,σύναγεν,συνάγω,v3siia---,ImpfCons,7.0,PRED_CO,5.291,ImpfCons,,,,ImpfCons
4,νεφέλας,νεφέλη,n-p---fa-,AccObj,3.0,OBJ,5.291,AccObj,,,,AccObj
5,",",",",u--------,,7.0,AuxX,5.291,,,,,
6,ἐτάραξε,ταράσσω,v3saia---,AorComp,7.0,PRED_CO,5.291,AorComp,,,,AorComp
7,δὲ,δέ,g--------,particle indeclform,0.0,COORD,5.291,,,,,
8,πόντον,πόντος,n-s---ma-,AccObj,6.0,OBJ,5.291,AccObj,,,,AccObj
9,χερσὶ,χείρ,n-p---fd-,DatInstr,11.0,ADV,5.292,DatInstr,,,,DatInstr
10,τρίαιναν,τρίαινα,n-s---fa-,AccObj,11.0,OBJ,5.292,AccObj,,,,AccObj
11,ἑλών,αἱρέω,v-sapamn-,"NomSubj, PartCirc.7",6.0,ADV,5.292,NomSubj,PartCirc.7,,,NomSubj|PartCirc.7
12,·,·,u--------,,0.0,AuxK,5.292,,,,,
1,πάσας,πᾶς,a-p---fa-,AccObj,4.0,ATR,5.292,AccObj,,,,AccObj
2,δ',δέ,g--------,particle indeclform,9.0,AuxY,5.292,,,,,
3,ὀρόθυνεν,ὀροθύνω,v3siia---,ImpfDesc,9.0,PRED_CO,5.292,ImpfDesc,,,,ImpfDesc
4,ἀέλλας,ἄελλα,n-p---fa-,AccObj,3.0,OBJ,5.292,AccObj,,,,AccObj
5,παντοίων,παντοῖος,a-p---mg-,GenExpl,6.0,ATR,5.293,GenExpl,,,,GenExpl
6,ἀνέμων,ἄνεμος,n-p---mg-,GenExpl,4.0,ATR,5.293,GenExpl,,,,GenExpl
7,",",",",u--------,,9.0,AuxX,5.293,,,,,
8,σὺν,σύν,r--------,Tmesis -- need a label,11.0,AuxZ,5.293,,,,,
9,δὲ,δέ,g--------,particle indeclform,0.0,COORD,5.293,,,,,
10,νεφέεσσι,νέφος,n-p---nd-,DatInstr,11.0,ADV,5.293,DatInstr,,,,DatInstr
11,κάλυψε,καλύπτω,v3saia---,AorIngr,9.0,PRED_CO,5.293,AorIngr,,,,AorIngr
12,γαῖαν,γαῖα,n-s---fa-,AccObj,14.0,OBJ_CO,5.294,AccObj,,,,AccObj
13,ὁμοῦ,ὁμοῦ,d--------,adv indeclform,14.0,AuxY,5.294,,,,,
14,καὶ,καί,c--------,conj indeclform,11.0,COORD,5.294,,,,,
15,πόντον,πόντος,n-s---ma-,AccObj,14.0,OBJ_CO,5.294,AccObj,,,,AccObj
16,·,·,u--------,,0.0,AuxK,5.294,,,,,
1,ὀρώρει,ὄρνυμι,v3slia---,Pperf,2.0,PRED_CO,5.294,Pperf,,,,Pperf
2,δ',δέ,g--------,particle indeclform,0.0,COORD,5.294,,,,,
3,οὐρανόθεν,οὐρανόθεν,d--------,adv indeclform,1.0,ADV,5.294,,,,,
4,νύξ,νύξ,n-s---fn-,NomSubj,1.0,SBJ,5.294,NomSubj,,,,NomSubj
5,.,.,u--------,,0.0,AuxK,5.294,,,,,
1,σὺν,σύν,r--------,tmesis,7.0,AuxZ,5.295,,,,,
2,δ',δέ,g--------,particle indeclform,0.0,COORD,5.295,,,,,
3,Εὖρός,Εὖρος,n-s---mn-,NomSubj,11.0,SBJ_CO,5.295,NomSubj,,,,NomSubj
4,τε,τε,g--------,particle indeclform,11.0,AuxY,5.295,,,,,
5,Νότος,Νότος,n-s---mn-,NomSubj,11.0,SBJ_CO,5.295,NomSubj,,,,NomSubj
6,τ',τε,g--------,particle indeclform,11.0,AuxY,5.295,,,,,
7,ἔπεσον,πίπτω,v3paia---,AorComp,2.0,PRED_CO,5.295,AorComp,,,,AorComp
8,Ζέφυρός,Ζέφυρος,n-s---mn-,NomSubj,11.0,SBJ_CO,5.295,NomSubj,,,,NomSubj
9,τε,τε,g--------,particle indeclform,11.0,AuxY,5.295,,,,,
10,δυσαὴς,δυσαής,a-s---mn-,NomSubj,8.0,ATR,5.295,NomSubj,,,,NomSubj
11,καὶ,καί,c--------,conj indeclform,7.0,COORD,5.296,,,,,
12,Βορέης,Βορέας,n-s---mn-,NomSubj,11.0,SBJ_CO,5.296,NomSubj,,,,NomSubj
13,αἰθρηγενέτης,αἰθρηγενής,n-s---mn-,NomInd,12.0,ATR,5.296,NomInd,,,,NomInd
14,",",",",u--------,,17.0,AuxX,5.296,,,,,
15,μέγα,μέγας,a-s---na-,AccObj,16.0,ATR,5.296,AccObj,,,,AccObj
16,κῦμα,κῦμα,n-s---na-,AccObj,17.0,OBJ,5.296,AccObj,,,,AccObj
17,κυλίνδων,κυλίνδω,v-sppamn-,"NomSubj, PartCirc.1",12.0,ATR,5.296,NomSubj,PartCirc.1,,,NomSubj|PartCirc.1
18,.,.,u--------,,0.0,AuxK,5.296,,,,,
1,καὶ,καί,c--------,conj indeclform,11.0,AuxY,5.297,,,,,
2,τότ',τότε,d--------,adv indeclform,4.0,ADV,5.297,,,,,
3,Ὀδυσσῆος,Ὀδυσσεύς,n-s---mg-,GenPos,5.0,ATR,5.297,GenPos,,,,GenPos
4,λύτο,λύω,v3saip---,"AorIngr, Pass",11.0,PRED_CO,5.297,AorIngr,Pass,,,AorIngr|Pass
5,γούνατα,γόνυ,n-p---nn-,NomSubj,6.0,SBJ_CO,5.297,NomSubj,,,,NomSubj
6,καὶ,καί,c--------,conj indeclform,4.0,COORD,5.297,,,,,
7,φίλον,φίλος,a-s---nn-,NomSubj,8.0,ATR,5.297,NomSubj,,,,NomSubj
8,ἦτορ,ἦτορ,n-s---nn-,NomSubj,6.0,SBJ_CO,5.297,NomSubj,,,,NomSubj
9,",",",",u--------,,11.0,AuxX,5.297,,,,,
10,ὀχθήσας,ὀχθέω,v-sapamn-,"NomSubj, PartCirc.4",13.0,ADV,5.298,NomSubj,PartCirc.4,,,NomSubj|PartCirc.4
11,δ',δέ,g--------,particle indeclform,0.0,COORD,5.298,,,,,
12,ἄρα,ἄρα,g--------,article indeclform,13.0,AuxY,5.298,,,,,
13,εἶπε,εἶπον,v3saia---,Aor,11.0,PRED_CO,5.298,Aor,,,,Aor
14,πρὸς,πρός,r--------,Prep5,13.0,AuxP,5.298,,,,,
15,ὃν,ἑός,a-s---ma-,"AccDirec.1 (Prep5), Pron3",17.0,ATR,5.298,,,,,
16,μεγαλήτορα,μεγαλήτωρ,n-s---ma-,AccDirec.1 (Prep5),17.0,ATR,5.298,,,,,
17,θυμόν,θυμός,n-s---ma-,AccDirec.1 (Prep5),14.0,OBJ,5.298,,,,,
18,·,·,u--------,,0.0,AuxK,5.298,,,,,
1,&quot;,&quot;,u--------,,11.0,AuxG,5.299,,,,,
2,ὤ,ὦ,i--------,exclam indeclform,3.0,AuxZ,5.299,,,,,
3,μοι,ἐγώ,p1s---md-,"DatEthic.1, Pron1",13.0,ExD,5.299,DatEthic.1,,,,DatEthic.1
4,ἐγὼ,ἐγώ,p1s---mn-,"NomSubj, Pron1",13.0,SBJ,5.299,NomSubj,,,,NomSubj
5,δειλός,δειλός,a-s---mn-,NomPred,13.0,PNOM,5.299,NomPred,,,,NomPred
6,",",",",u--------,,0.0,COORD,5.299,,,,,
7,τί,τις,p-s---nn-,"NomSubj, Pron6",11.0,SBJ,5.299,NomSubj,,,,NomSubj
8,νύ,νῦν,d--------,adv indeclform,11.0,ADV,5.299,,,,,
9,μοι,ἐγώ,p1s---md-,"DatAdvn, Pron1",11.0,OBJ,5.299,DatAdvn,,,,DatAdvn
10,μήκιστα,μήκιστος,a-p---na-,AccAdv,11.0,ADV,5.299,AccAdv,,,,AccAdv
11,γένηται,γίγνομαι,v3sasm---,SubjHomer,6.0,PRED_CO,5.299,SubjHomer,,,,SubjHomer
12,;,;,u--------,,0.0,AuxK,5.299,,,,,
1,δείδω,δείδω,v1spia---,"Pres, Ind, Act",0.0,PRED,5.3,Pres,Ind,Act,,Pres|Ind|Act
2,μὴ,μή,c--------,conj indeclform,1.0,AuxC,5.3,,,,,
3,δὴ,δή,g--------,particle indeclform,7.0,AuxY,5.3,,,,,
4,πάντα,πᾶς,a-p---na-,AccObj,7.0,OBJ,5.3,AccObj,,,,AccObj
5,θεὰ,θεά,n-s---fn-,NomSubj,7.0,SBJ,5.3,NomSubj,,,,NomSubj
6,νημερτέα,νημερτής,a-p---na-,AccDoubl.3,4.0,ATR,5.3,AccDoubl.3,,,,AccDoubl.3
7,εἶπεν,εἶπον,v3saia---,Aor,2.0,OBJ,5.3,Aor,,,,Aor
8,",",",",u--------,,11.0,AuxX,5.3,,,,,
9,ἥ,ὅς,p-s---fn-,"NomSubj, Pron4",11.0,SBJ,5.301,NomSubj,,,,NomSubj
10,μ',ἐγώ,p1s---ma-,"AccSubj, Pron1",21.0,SBJ,5.301,AccSubj,,,,AccSubj
11,ἔφατ',φημί,v3siie---,ImpfDesc,5.0,ATR,5.301,ImpfDesc,,,,ImpfDesc
12,ἐν,ἐν,r--------,Prep3,21.0,AuxP,5.301,,,,,
13,πόντῳ,πόντος,n-s---md-,DatLoc (Prep3),12.0,ADV,5.301,DatLoc (Prep3),,,,DatLoc (Prep3)
14,",",",",u--------,,15.0,AuxX,5.301,,,,,
15,πρὶν,πρίν,c--------,adv indeclform,21.0,AuxC,5.301,,,,,
16,πατρίδα,πατρίς,a-s---fa-,AccObj,17.0,ATR,5.301,AccObj,,,,AccObj
17,γαῖαν,γαῖα,n-s---fa-,AccObj,18.0,OBJ,5.301,AccObj,,,,AccObj
18,ἱκέσθαι,ἱκνέομαι,v--anm---,InfDec,15.0,ADV,5.301,InfDec,,,,InfDec
19,",",",",u--------,,15.0,AuxX,5.301,,,,,
20,ἄλγε',ἄλγος,n-p---na-,AccObj,21.0,OBJ,5.302,AccObj,,,,AccObj
21,ἀναπλήσειν,ἀναπίμπλημι,v--fna---,InfDec,11.0,OBJ,5.302,InfDec,,,,InfDec
22,·,·,u--------,,0.0,AuxK,5.302,,,,,
1,τὰ,ὁ,p-p---nn-,NomSubj,6.0,SBJ,5.302,NomSubj,,,,NomSubj
2,δὲ,δέ,g--------,particle indeclform,0.0,COORD,5.302,,,,,
3,δὴ,δή,g--------,particle indeclform,6.0,AuxY,5.302,,,,,
4,νῦν,νῦν,d--------,adv indeclform,6.0,ADV,5.302,,,,,
5,πάντα,πᾶς,a-p---nn-,NomSubj,1.0,ATV,5.302,NomSubj,,,,NomSubj
6,τελεῖται,τελέω,v3spie---,"Pres, Ind, Act",2.0,PRED_CO,5.302,Pres,Ind,Act,,Pres|Ind|Act
7,.,.,u--------,,0.0,AuxK,5.302,,,,,
1,οἵοισιν,οἷος,a-p---nd-,DatInstr,2.0,ATR,5.303,DatInstr,,,,DatInstr
2,νεφέεσσι,νέφος,n-p---nd-,DatInstr,3.0,ADV,5.303,DatInstr,,,,DatInstr
3,περιστέφει,περιστέφω,v3spia---,"Pres, Ind, Act",13.0,PRED_CO,5.303,Pres,Ind,Act,,Pres|Ind|Act
4,οὐρανὸν,οὐρανός,n-s---ma-,AccObj,3.0,OBJ,5.303,AccObj,,,,AccObj
5,εὐρὺν,εὐρύς,a-s---ma-,AccObj,4.0,ATR,5.303,AccObj,,,,AccObj
6,Ζεύς,Ζεύς,n-s---mn-,NomSubj,3.0,SBJ,5.304,NomSubj,,,,NomSubj
7,",",",",u--------,,13.0,AuxX,5.304,,,,,
8,ἐτάραξε,ταράσσω,v3saia---,AorIngr,13.0,PRED_CO,5.304,AorIngr,,,,AorIngr
9,δὲ,δέ,g--------,particle indeclform,13.0,AuxY,5.304,,,,,
10,πόντον,πόντος,n-s---ma-,AccObj,8.0,OBJ,5.304,AccObj,,,,AccObj
11,",",",",u--------,,13.0,AuxX,5.304,,,,,
12,ἐπισπέρχουσι,ἐπισπέρχω,v3ppia---,"Pres, Ind, Act",13.0,PRED_CO,5.304,Pres,Ind,Act,,Pres|Ind|Act
13,δ',δέ,g--------,particle indeclform,0.0,COORD,5.304,,,,,
14,ἄελλαι,ἄελλα,n-p---fn-,NomSubj,12.0,SBJ,5.304,NomSubj,,,,NomSubj
15,παντοίων,παντοῖος,a-p---mg-,GenExpl,16.0,ATR,5.305,GenExpl,,,,GenExpl
16,ἀνέμων,ἄνεμος,n-p---mg-,GenExpl,14.0,ATR,5.305,GenExpl,,,,GenExpl
17,.,.,u--------,,0.0,AuxK,5.305,,,,,
1,νῦν,νῦν,d--------,adv indeclform,7.0,ADV,5.305,,,,,
2,μοι,ἐγώ,p1s---md-,"DatAdvn, Pron1",7.0,OBJ,5.305,DatAdvn,,,,DatAdvn
3,σῶς,σῶς,a-s---mn-,NomPred,7.0,PNOM,5.305,NomPred,,,,NomPred
4,αἰπὺς,αἰπύς,a-s---mn-,NomSubj,5.0,ATR,5.305,NomSubj,,,,NomSubj
5,ὄλεθρος,ὄλεθρος,n-s---mn-,NomSubj,7.0,SBJ,5.305,NomSubj,,,,NomSubj
6,.,.,u--------,,0.0,AuxK,5.305,,,,,
1,τρὶς,τρίς,d--------,adv indeclform,17.0,ADV_CO,5.306,,,,,
2,μάκαρες,μάκαρ,n-p---mn-,NomPred,17.0,PNOM,5.306,NomPred,,,,NomPred
3,Δαναοὶ,Δαναοί,n-p---mn-,NomSubj,17.0,SBJ,5.306,NomSubj,,,,NomSubj
4,καὶ,καί,c--------,conj indeclform,0.0,COORD,5.306,,,,,
5,τετράκις,τετράκις,d--------,adv indeclform,17.0,ADV_CO,5.306,,,,,
6,",",",",u--------,,9.0,AuxX,5.306,,,,,
7,οἳ,ὅς,p-p---mn-,"NomSubj, Pron8",9.0,SBJ,5.306,NomSubj,,,,NomSubj
8,τότ',τότε,d--------,adv indeclform,9.0,ADV,5.306,,,,,
9,ὄλοντο,ὄλλυμι,v3paim---,"Aor, MidDir",3.0,ATR,5.306,Aor,MidDir,,,Aor|MidDir
10,Τροίῃ,Τροία,n-s---fd-,DatLoc (Prep3),11.0,ADV,5.307,DatLoc (Prep3),,,,DatLoc (Prep3)
11,ἐν,ἐν,r--------,Prep3,9.0,AuxP,5.307,,,,,
12,εὐρείῃ,εὐρύς,a-s---fd-,DatLoc (Prep3),10.0,ATR,5.307,DatLoc (Prep3),,,,DatLoc (Prep3)
13,χάριν,χάρις,n-s---fa-,AccObj,15.0,OBJ,5.307,AccObj,,,,AccObj
14,Ἀτρεΐδῃσι,Ἀτρείδης,n-p---md-,DatVerb,15.0,OBJ,5.307,DatVerb,,,,DatVerb
15,φέροντες,φέρω,v-pppamn-,"NomSubj, PartCirc.1",9.0,ADV,5.307,NomSubj,PartCirc.1,,,NomSubj|PartCirc.1
16,.,.,u--------,,0.0,AuxK,5.307,,,,,
1,ὡς,ὡς,c--------,adv indeclform,5.0,ADV,5.308,,,,,
2,δὴ,δή,g--------,particle indeclform,5.0,AuxY,5.308,,,,,
3,ἐγώ,ἐγώ,p1s---mn-,"NomSubj, Pron1",5.0,SBJ,5.308,NomSubj,,,,NomSubj
4,γ',γε,g--------,particle indeclform,3.0,AuxZ,5.308,,,,,
5,ὄφελον,ὀφείλω,v1saia---,Aor,0.0,PRED,5.308,Aor,,,,Aor
6,θανέειν,θνήσκω,v--ana---,InfDyn,7.0,OBJ_CO,5.308,InfDyn,,,,InfDyn
7,καὶ,καί,c--------,conj indeclform,5.0,COORD,5.308,,,,,
8,πότμον,πότμος,n-s---ma-,AccObj,9.0,OBJ,5.308,AccObj,,,,AccObj
9,ἐπισπεῖν,ἐφέπω,v--ana---,InfDyn,7.0,OBJ_CO,5.308,InfDyn,,,,InfDyn
10,ἤματι,ἦμαρ,n-s---nd-,DatTime,7.0,ADV,5.309,DatTime,,,,DatTime
11,τῷ,ὁ,l-s---nd-,"DatTime, ArtSubs",10.0,ATR,5.309,DatTime,ArtSubs,,,DatTime|ArtSubs
12,ὅτε,ὅτε,c--------,conj indeclform,10.0,AuxC,5.309,,,,,
13,μοι,ἐγώ,p1s---md-,"DatVerb, Pron1",18.0,OBJ,5.309,DatVerb,,,,DatVerb
14,πλεῖστοι,πλεῖστος,a-p---mn-,NomSubj,17.0,ATR,5.309,NomSubj,,,,NomSubj
15,χαλκήρεα,χαλκήρης,a-p---na-,AccObj,16.0,ATR,5.309,AccObj,,,,AccObj
16,δοῦρα,δόρυ,n-p---na-,AccObj,18.0,OBJ,5.309,AccObj,,,,AccObj
17,Τρῶες,Τρώς,n-p---mn-,NomSubj,18.0,SBJ,5.31,NomSubj,,,,NomSubj
18,ἐπέρριψαν,ἐπιρρίπτω,v3paia---,Aor,12.0,ATR,5.31,Aor,,,,Aor
19,περὶ,περί,r--------,Prep5,18.0,AuxP,5.31,,,,,
20,Πηλεΐωνι,Πηλεύς,n-s---md-,DatLoc (Prep5),19.0,ADV,5.31,DatLoc (Prep5),,,,DatLoc (Prep5)
21,θανόντι,θνήσκω,v-sapamd-,"DatLoc (Prep5), PartCirc.7",20.0,ATR,5.31,DatLoc (Prep5),PartCirc.7,,,DatLoc (Prep5)|PartCirc.7
22,.,.,u--------,,0.0,AuxK,5.31,,,,,
1,τῷ,τῷ,d--------,adv indeclform- implied protatis,3.0,AuxY,5.311,,,,,
2,κ',ἄν,g--------,"Cond4 apodosis, implied protasis",3.0,AuxZ,5.311,,,,,
3,ἔλαχον,λαγχάνω,v1saia---,Aor (Cond4),6.0,PRED_CO,5.311,Aor (Cond4),,,,Aor (Cond4)
4,κτερέων,κτέρεα,n-p---ng-,GenPart,3.0,OBJ,5.311,GenPart,,,,GenPart
5,",",",",u--------,,6.0,AuxX,5.311,,,,,
6,καί,καί,c--------,conj indeclform,0.0,COORD,5.311,,,,,
7,μευ,ἐγώ,p1s---mg-,"GenPos, Pron1",8.0,ATR,5.311,GenPos,,,,GenPos
8,κλέος,κλέος,n-s---na-,AccObj,9.0,OBJ,5.311,AccObj,,,,AccObj
9,ἦγον,ἄγω,v3piia---,ImpfIter.1 (Cond4),6.0,PRED_CO,5.311,,,,,
10,Ἀχαιοί,Ἀχαιός,a-p---mn-,NomSubj,9.0,SBJ,5.311,NomSubj,,,,NomSubj
11,·,·,u--------,,0.0,AuxK,5.311,,,,,
1,νῦν,νῦν,d--------,adv indeclform,5.0,ADV,5.312,,,,,
2,δέ,δέ,g--------,particle indeclform,0.0,COORD,5.312,,,,,
3,λευγαλέῳ,λευγαλέος,a-s---md-,DatAgent,4.0,ATR,5.312,DatAgent,,,,DatAgent
4,θανάτῳ,θάνατος,n-s---md-,DatAgent,6.0,ADV,5.312,DatAgent,,,,DatAgent
5,εἵμαρτο,μείρομαι,v3slie---,Pperf,2.0,PRED_CO,5.312,Pperf,,,,Pperf
6,ἁλῶναι,ἁλίσκομαι,v--ana---,InfDyn,5.0,SBJ,5.312,InfDyn,,,,InfDyn
7,.,.,u--------,,0.0,AuxK,5.312,,,,,
8,&quot;,&quot;,u--------,,2.0,AuxG,5.312,,,,,
1,ὣς,ὡς,d--------,adv indeclform,4.0,ADV,5.313,,,,,
2,ἄρα,ἄρα,g--------,particle indeclform,4.0,AuxY,5.313,,,,,
3,μιν,μιν,p-s---ma-,AccObj,5.0,OBJ,5.313,AccObj,,,,AccObj
4,εἰπόντ',εἶπον,v-sapama-,"AccObj, PartCirc.7",3.0,ATV,5.313,AccObj,PartCirc.7,,,AccObj|PartCirc.7
5,ἔλασεν,ἐλαύνω,v3saia---,AorIngr,14.0,PRED_CO,5.313,AorIngr,,,,AorIngr
6,μέγα,μέγας,a-s---nn-,NomSubj,7.0,ATR,5.313,NomSubj,,,,NomSubj
7,κῦμα,κῦμα,n-s---nn-,NomSubj,5.0,SBJ,5.313,NomSubj,,,,NomSubj
8,κατ',κατά,r--------,Prep5,5.0,AuxP,5.313,,,,,
9,ἄκρης,ἄκρα,n-s---fg-,GenSep (Prep5),8.0,ADV,5.313,GenSep (Prep5),,,,GenSep (Prep5)
10,δεινὸν,δεινός,a-s---na-,AccAdv.1,11.0,ADV,5.314,AccAdv.1,,,,AccAdv.1
11,ἐπεσσύμενον,ἐπισεύω,v-sppenn-,"NomSubj, PartCirc.1",5.0,ADV,5.314,NomSubj,PartCirc.1,,,NomSubj|PartCirc.1
12,",",",",u--------,,14.0,AuxX,5.314,,,,,
13,περὶ,περί,r--------,Prep5,16.0,AuxZ,5.314,,,,,
14,δὲ,δέ,g--------,particle indeclform,0.0,COORD,5.314,,,,,
15,σχεδίην,σχεδία,n-s---fa-,AccDirec.1 (Prep5),16.0,OBJ,5.314,,,,,
16,ἐλέλιξε,ἐλελίζω,v3saia---,Aor,14.0,PRED_CO,5.314,Aor,,,,Aor
17,.,.,u--------,,0.0,AuxK,5.314,,,,,
1,τῆλε,τῆλε,d--------,adv indeclform,6.0,ADV,5.315,,,,,
2,δ',δέ,g--------,particle indeclform,9.0,AuxY,5.315,,,,,
3,ἀπὸ,ἀπό,r--------,Prep5,6.0,AuxP,5.315,,,,,
4,σχεδίης,σχεδία,n-s---fg-,GenSep (Prep5),3.0,OBJ,5.315,GenSep (Prep5),,,,GenSep (Prep5)
5,αὐτὸς,αὐτός,a-s---mn-,"NomSubj, Pron2",6.0,SBJ,5.315,NomSubj,,,,NomSubj
6,πέσε,πίπτω,v3saia---,AorIngr,9.0,PRED_CO,5.315,AorIngr,,,,AorIngr
7,",",",",u--------,,9.0,AuxX,5.315,,,,,
8,πηδάλιον,πηδάλιον,n-s---na-,AccObj,12.0,OBJ,5.315,AccObj,,,,AccObj
9,δὲ,δέ,g--------,particle indeclform,0.0,COORD,5.315,,,,,
10,ἐκ,ἐκ,r--------,Prep5,12.0,AuxP,5.316,,,,,
11,χειρῶν,χείρ,n-p---fg-,GenSep (Prep5),10.0,OBJ,5.316,GenSep (Prep5),,,,GenSep (Prep5)
12,προέηκε,προίημι,v3saia---,AorIngr,9.0,PRED_CO,5.316,AorIngr,,,,AorIngr
13,·,·,u--------,,0.0,AuxK,5.316,,,,,
1,μέσον,μέσος,a-s---na-,AccObj,4.0,ATV,5.316,AccObj,,,,AccObj
2,δέ,δέ,g--------,particle indeclform,13.0,AuxY,5.316,,,,,
3,οἱ,ἕ,p-s---md-,"DatPos, Pron4",4.0,ATR,5.316,DatPos,,,,DatPos
4,ἱστὸν,ἱστός,n-s---ma-,AccObj,5.0,OBJ,5.316,AccObj,,,,AccObj
5,ἔαξεν,ἄγνυμι,v3saia---,AorIngr,13.0,PRED_CO,5.316,AorIngr,,,,AorIngr
6,δεινὴ,δεινός,a-s---fn-,NomSubj,10.0,ATR,5.317,NomSubj,,,,NomSubj
7,μισγομένων,μίγνυμι,v-pppemg-,"GenSep, PartCirc.7",8.0,ATR,5.317,GenSep,PartCirc.7,,,GenSep|PartCirc.7
8,ἀνέμων,ἄνεμος,n-p---mg-,GenSep,10.0,ATR,5.317,GenSep,,,,GenSep
9,ἐλθοῦσα,ἔρχομαι,v-sapafn-,"NomSubj, PartCirc",5.0,ADV,5.317,NomSubj,PartCirc,,,NomSubj|PartCirc
10,θύελλα,θύελλα,n-s---fn-,NomSubj,5.0,SBJ,5.317,NomSubj,,,,NomSubj
11,",",",",u--------,,13.0,AuxX,5.317,,,,,
12,τηλοῦ,τηλοῦ,d--------,adv indeclform,17.0,ADV,5.318,,,,,
13,δὲ,δέ,g--------,particle indeclform,0.0,COORD,5.318,,,,,
14,σπεῖρον,σπεῖρον,n-s---nn-,NomSubj,15.0,SBJ_CO,5.318,NomSubj,,,,NomSubj
15,καὶ,καί,c--------,conj indeclform,17.0,COORD,5.318,,,,,
16,ἐπίκριον,ἐπίκριον,n-s---nn-,NomSubj,15.0,SBJ_CO,5.318,NomSubj,,,,NomSubj
17,ἔμπεσε,ἐμπίπτω,v3saia---,AorIngr,13.0,PRED_CO,5.318,AorIngr,,,,AorIngr
18,πόντῳ,πόντος,n-s---md-,DatLoc,17.0,OBJ,5.318,DatLoc,,,,DatLoc
