sentence_subdoc,sentence_id,document_id,ref,greek,lemma,pos,rel,syn,cite,didakta,didakta_tense,didakta_voice,didakta_mood
17.335-17.337,2279858,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,20,δαμέντας,δαμάζω,v-pappma-,18,ADV,urn:cts:greekLit:tlg0012.tlg001:17.337,AorNoni_PartCirc_unknown,AorNoni,PartCirc,
17.335-17.337,2279858,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,21,.,.,u--------,0,AuxK,,,,,
17.335-17.337,2279858,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,22,[0],,,0,PRED,,,,,
17.335-17.337,2279858,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,23,[1],,,22,APOS,,,,,
17.338-17.339,2279859,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,ἀλλ̓,ἀλλά,d--------,5,AuxY,urn:cts:greekLit:tlg0012.tlg001:17.338,,,,
17.338-17.339,2279859,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,ἔτι,ἔτι,d--------,15,ADV,urn:cts:greekLit:tlg0012.tlg001:17.338,,,,
17.338-17.339,2279859,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,γάρ,γάρ,g--------,5,AuxY,urn:cts:greekLit:tlg0012.tlg001:17.338,,,,
17.338-17.339,2279859,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,τίς,τις,p-s---mn-,5,SBJ,urn:cts:greekLit:tlg0012.tlg001:17.338,NomSubj,,,
17.338-17.339,2279859,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,φησι,φημί,v3spia---,0,PRED,urn:cts:greekLit:tlg0012.tlg001:17.338,Pres_Ind_unknown,Pres,Ind,
17.338-17.339,2279859,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,θεῶν,θεός,n-p---mg-,4,ATR,urn:cts:greekLit:tlg0012.tlg001:17.338,GenPart,,,
17.338-17.339,2279859,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,ἐμοὶ,ἐγώ,p-s---md-,8,ADV,urn:cts:greekLit:tlg0012.tlg001:17.338,DatPos,,,
17.338-17.339,2279859,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,ἄγχι,ἄγχι,r--------,9,AuxP,urn:cts:greekLit:tlg0012.tlg001:17.338,,,,
17.338-17.339,2279859,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,παραστὰς,παρίστημι,v-sapamn-,5,ADV,urn:cts:greekLit:tlg0012.tlg001:17.338,NomSubj_PartCirc_unknown,NomSubj,PartCirc,
17.338-17.339,2279859,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,Ζῆν̓,Ζεύς,n-s---ma-,15,SBJ,urn:cts:greekLit:tlg0012.tlg001:17.339,AccObj,,,
17.338-17.339,2279859,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,ὕπατον,ὕπατος,a-s---mas,12,ATR,urn:cts:greekLit:tlg0012.tlg001:17.339,AccDirec1,,,
17.338-17.339,2279859,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,μήστωρα,μήστωρ,n-s---ma-,10,ATR,urn:cts:greekLit:tlg0012.tlg001:17.339,AccDirec1,,,
17.338-17.339,2279859,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,μάχης,μάχη,n-s---fg-,14,ATR,urn:cts:greekLit:tlg0012.tlg001:17.339,GenSep,,,
17.338-17.339,2279859,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,ἐπιτάρροθον,ἐπιτάρροθος,n-s---ma-,15,PNOM,urn:cts:greekLit:tlg0012.tlg001:17.339,AccObj,,,
17.338-17.339,2279859,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,15,εἶναι,εἰμί,v--pna---,5,OBJ,urn:cts:greekLit:tlg0012.tlg001:17.339,InfDyn_unknown_unknown,InfDyn,unknown,
17.338-17.339,2279859,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,16,·,·,u--------,0,AuxK,,,,,
17.340-17.341,2279860,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,τώ,τῷ,d--------,5,AuxY,urn:cts:greekLit:tlg0012.tlg001:17.340,,,,
17.340-17.341,2279860,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,ῥ̓,ἄρα,g--------,5,AuxY,urn:cts:greekLit:tlg0012.tlg001:17.340,,,,
17.340-17.341,2279860,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,ἰθὺς,ἰθύς,d--------,5,AuxP,urn:cts:greekLit:tlg0012.tlg001:17.340,,,,
17.340-17.341,2279860,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,Δαναῶν,Δαναοί,n-p---mg-,3,OBJ,urn:cts:greekLit:tlg0012.tlg001:17.340,GenSep,,,
17.340-17.341,2279860,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,ἴομεν,εἶμι,v1ppsa---,8,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:17.340,ImpfCons_unknown_unknown,ImpfCons,unknown,
17.340-17.341,2279860,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,",",",",u--------,8,AuxX,,,,,
17.340-17.341,2279860,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,μη,μή,g--------,14,AuxZ,urn:cts:greekLit:tlg0012.tlg001:17.340,,,,
17.340-17.341,2279860,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,δ̓,δέ,g--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:17.340,,,,
17.340-17.341,2279860,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,οἵ,ὁ,p-p---mn-,14,SBJ,urn:cts:greekLit:tlg0012.tlg001:17.340,NomSubj,,,
17.340-17.341,2279860,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,γε,γε,g--------,9,AuxZ,urn:cts:greekLit:tlg0012.tlg001:17.340,,,,
17.340-17.341,2279860,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,ἕκηλοι,ἕκηλος,a-p---mn-,9,ATV,urn:cts:greekLit:tlg0012.tlg001:17.340,NomSubj,,,
17.340-17.341,2279860,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,Πάτροκλον,Πάτροκλος,n-s---ma-,14,OBJ,urn:cts:greekLit:tlg0012.tlg001:17.341,AccObj,,,
17.340-17.341,2279860,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,νηυσὶν,ναῦς,n-p---fd-,14,OBJ,urn:cts:greekLit:tlg0012.tlg001:17.341,DatVerb,,,
17.340-17.341,2279860,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,πελασαίατο,πελάζω,v3paom---,8,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:17.341,AorIngr_unknown_unknown,AorIngr,unknown,
17.340-17.341,2279860,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,15,τεθνηῶτα,θνήσκω,v-srpama-,12,ATR,urn:cts:greekLit:tlg0012.tlg001:17.341,AccObj_PartCirc_unknown,AccObj,PartCirc,
17.340-17.341,2279860,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,16,.,.,u--------,0,AuxK,,,,,
17.342,2279861,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,ὣς,ὡς,d--------,2,ADV,urn:cts:greekLit:tlg0012.tlg001:17.342,,,,
17.342,2279861,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,φάτο,φημί,v3saim---,4,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:17.342,Impf_unknown_unknown,Impf,unknown,
17.342,2279861,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,",",",",u--------,4,AuxX,,,,,
17.342,2279861,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,καί,καί,c--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:17.342,,,,
17.342,2279861,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,ῥα,ἄρα,g--------,8,AuxY,urn:cts:greekLit:tlg0012.tlg001:17.342,,,,
17.342,2279861,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,πολὺ,πολύς,a-s---na-,8,ADV,urn:cts:greekLit:tlg0012.tlg001:17.342,AccAdv,,,
17.342,2279861,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,προμάχων,πρόμαχος,a-p---mg-,8,OBJ,urn:cts:greekLit:tlg0012.tlg001:17.342,GenSep,,,
17.342,2279861,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,ἐξάλμενος,ἐξάλλομαι,v-sapmmn-,9,ADV,urn:cts:greekLit:tlg0012.tlg001:17.342,NomSubj_PartCirc_unknown,NomSubj,PartCirc,
17.342,2279861,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,ἔστη,ἵστημι,v3saia---,4,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:17.342,Aor_unknown_unknown,Aor,unknown,
17.342,2279861,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,·,·,u--------,0,AuxK,,,,,
17.343,2279862,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,οἳ,ὁ,p-p---mn-,3,SBJ,urn:cts:greekLit:tlg0012.tlg001:17.343,NomSubj,,,
17.343,2279862,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,δ̓,δέ,g--------,4,AuxY,urn:cts:greekLit:tlg0012.tlg001:17.343,,,,
17.343,2279862,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,ἐλελίχθησαν,ἐλελίζω,v3paip---,4,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:17.343,Aor_unknown_unknown,Aor,unknown,
17.343,2279862,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,καὶ,καί,c--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:17.343,,,,
17.343,2279862,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,ἐναντίοι,ἐναντίος,a-p---mn-,6,AtvV,urn:cts:greekLit:tlg0012.tlg001:17.343,NomSubj,,,
17.343,2279862,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,ἔσταν,ἵστημι,v3paia---,4,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:17.343,Aor_unknown_unknown,Aor,unknown,
17.343,2279862,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,Ἀχαιῶν,Ἀχαιός,a-p---mg-,5,ADV,urn:cts:greekLit:tlg0012.tlg001:17.343,GenSep,,,
17.343,2279862,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,.,.,u--------,0,AuxK,,,,,
17.344-17.345,2279863,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,ἔνθ̓,ἔνθα,d--------,5,AuxY,urn:cts:greekLit:tlg0012.tlg001:17.344,,,,
17.344-17.345,2279863,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,αὖτ̓,αὖτε,d--------,5,AuxY,urn:cts:greekLit:tlg0012.tlg001:17.344,,,,
17.344-17.345,2279863,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,Αἰνείας,Αἰνείας,n-s---mn-,5,SBJ,urn:cts:greekLit:tlg0012.tlg001:17.344,NomSubj,,,
17.344-17.345,2279863,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,Λειώκριτον,Λειώκριτος,n-s---ma-,13,OBJ_AP,urn:cts:greekLit:tlg0012.tlg001:17.344,AccObj,,,
17.344-17.345,2279863,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,οὔτασε,οὐτάζω,v3saia---,0,PRED,urn:cts:greekLit:tlg0012.tlg001:17.344,AorIngr_unknown_unknown,AorIngr,unknown,
17.344-17.345,2279863,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,δουρὶ,δόρυ,n-s---nd-,5,ADV,urn:cts:greekLit:tlg0012.tlg001:17.344,DatLoc,,,
17.344-17.345,2279863,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,υἱὸν,υἱός,n-s---ma-,13,OBJ_AP,urn:cts:greekLit:tlg0012.tlg001:17.345,AccObj,,,
17.344-17.345,2279863,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,Ἀρίσβαντος,Ἀρίσβας,n-s---mg-,7,ATR,urn:cts:greekLit:tlg0012.tlg001:17.345,GenPos,,,
17.344-17.345,2279863,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,Λυκομήδεος,Λυκομήδης,n-s---mg-,11,ATR,urn:cts:greekLit:tlg0012.tlg001:17.345,GenPos,,,
17.344-17.345,2279863,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,ἐσθλὸν,ἐσθλός,a-s---ma-,11,ATR,urn:cts:greekLit:tlg0012.tlg001:17.345,AccObj,,,
17.344-17.345,2279863,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,ἑταῖρον,ἑταῖρος,n-s---ma-,13,OBJ_AP,urn:cts:greekLit:tlg0012.tlg001:17.345,AccObj,,,
17.344-17.345,2279863,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,.,.,u--------,0,AuxK,,,,,
17.344-17.345,2279863,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,[0],,,5,APOS,,,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,τὸν,ὁ,p-s---ma-,4,OBJ,urn:cts:greekLit:tlg0012.tlg001:17.346,AccObj,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,δὲ,δέ,g--------,30,AuxY,urn:cts:greekLit:tlg0012.tlg001:17.346,,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,πεσόντ̓,πίπτω,v-sapama-,1,ATV,urn:cts:greekLit:tlg0012.tlg001:17.346,AccObj_PartAttr_unknown,AccObj,PartAttr,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,ἐλέησεν,ἐλεέω,v3saia---,30,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:17.346,Aor_unknown_unknown,Aor,unknown,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,ἀρηΐφιλος,ἀρηίφιλος,a-s---mn-,6,ATR,urn:cts:greekLit:tlg0012.tlg001:17.346,NomSubj,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,Λυκομήδης,Λυκομήδης,n-s---mn-,4,SBJ,urn:cts:greekLit:tlg0012.tlg001:17.346,NomSubj,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,",",",",u--------,30,AuxX,,,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,στῆ,ἵστημι,v3saia---,30,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:17.347,Aor_unknown_unknown,Aor,unknown,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,δὲ,δέ,g--------,30,AuxY,urn:cts:greekLit:tlg0012.tlg001:17.347,,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,μάλ̓,μάλα,d--------,11,AuxZ,urn:cts:greekLit:tlg0012.tlg001:17.347,,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,ἐγγὺς,ἐγγύς,d--------,12,OBJ,urn:cts:greekLit:tlg0012.tlg001:17.347,,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,ἰών,εἶμι,v-sppamn-,8,ADV,urn:cts:greekLit:tlg0012.tlg001:17.347,NomSubj_PartCirc_unknown,NomSubj,PartCirc,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,",",",",u--------,30,AuxX,,,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,καὶ,καί,c--------,30,AuxY,urn:cts:greekLit:tlg0012.tlg001:17.347,,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,15,ἀκόντισε,ἀκοντίζω,v3saia---,30,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:17.347,Aor_unknown_unknown,Aor,unknown,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,16,δουρὶ,δόρυ,n-s---nd-,15,ADV,urn:cts:greekLit:tlg0012.tlg001:17.347,DatLoc,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,17,φαεινῷ,φαεινός,a-s---nd-,16,ATR,urn:cts:greekLit:tlg0012.tlg001:17.347,DatInstr,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,18,",",",",u--------,30,AuxX,,,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,19,καὶ,καί,c--------,30,AuxY,urn:cts:greekLit:tlg0012.tlg001:17.348,,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,20,βάλεν,βάλλω,v3saia---,30,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:17.348,AorIngr_unknown_unknown,AorIngr,unknown,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,21,Ἱππασίδην,Ἱππασίδης,n-s---ma-,22,ATR,urn:cts:greekLit:tlg0012.tlg001:17.348,AccObj,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,22,Ἀπισάονα,Ἀπισάων,n-s---ma-,49,OBJ_AP,urn:cts:greekLit:tlg0012.tlg001:17.348,AccObj,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,23,ποιμένα,ποιμήν,n-s---ma-,49,OBJ_AP,urn:cts:greekLit:tlg0012.tlg001:17.348,AccObj,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,24,λαῶν,λαός,n-p---mg-,23,ATR,urn:cts:greekLit:tlg0012.tlg001:17.348,GenExpl,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,25,ἧπαρ,ἧπαρ,n-s---na-,20,OBJ,urn:cts:greekLit:tlg0012.tlg001:17.349,AccObj,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,26,ὑπὸ,ὑπό,r--------,20,AuxP,urn:cts:greekLit:tlg0012.tlg001:17.349,,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,27,πραπίδων,πραπίδες,n-p---fg-,26,ADV,urn:cts:greekLit:tlg0012.tlg001:17.349,GenVerb,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,28,",",",",u--------,30,AuxX,,,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,29,εἶθαρ,εἶθαρ,d--------,33,ADV,urn:cts:greekLit:tlg0012.tlg001:17.349,,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,30,δ̓,δέ,g--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:17.349,,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,31,ὑπὸ,ὑπό,r--------,33,AuxZ,urn:cts:greekLit:tlg0012.tlg001:17.349,,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,32,γούνατ̓,γόνυ,n-p---na-,33,OBJ,urn:cts:greekLit:tlg0012.tlg001:17.349,AccObj,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,33,ἔλυσεν,λύω,v3saia---,30,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:17.349,AorIngr_unknown_unknown,AorIngr,unknown,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,34,",",",",u--------,43,AuxX,,,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,35,ὅς,ὅς,p-s---mn-,43,SBJ,urn:cts:greekLit:tlg0012.tlg001:17.350,NomSubj,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,36,ῥ̓,ἄρα,g--------,40,AuxY,urn:cts:greekLit:tlg0012.tlg001:17.350,,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,37,ἐκ,ἐκ,r--------,40,AuxP,urn:cts:greekLit:tlg0012.tlg001:17.350,,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,38,Παιονίης,Παίονες,n-s---fg-,37,OBJ,urn:cts:greekLit:tlg0012.tlg001:17.350,GenVerb,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,39,ἐριβώλακος,ἐριβῶλαξ,n-s---fg-,38,ATR,urn:cts:greekLit:tlg0012.tlg001:17.350,GenSep,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,40,εἰληλούθει,ἔρχομαι,v3slia---,43,ATR_CO,urn:cts:greekLit:tlg0012.tlg001:17.350,Pperf_unknown_unknown,Pperf,unknown,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,41,",",",",u--------,43,AuxX,,,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,42,καὶ,καί,d--------,46,AuxY,urn:cts:greekLit:tlg0012.tlg001:17.351,,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,43,δὲ,δέ,g--------,49,COORD,urn:cts:greekLit:tlg0012.tlg001:17.351,,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,44,μετ̓,μετά,r--------,46,AuxP,urn:cts:greekLit:tlg0012.tlg001:17.351,,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,45,Ἀστεροπαῖον,Ἀστεροπαῖος,n-s---ma-,44,ADV,urn:cts:greekLit:tlg0012.tlg001:17.351,AccObj,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,46,ἀριστεύεσκε,ἀριστεύω,v3siia---,43,ATR_CO,urn:cts:greekLit:tlg0012.tlg001:17.351,Impf_unknown_unknown,Impf,unknown,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,47,μάχεσθαι,μάχομαι,v--pne---,46,ADV,urn:cts:greekLit:tlg0012.tlg001:17.351,PresNoni_InfDyn_unknown,PresNoni,InfDyn,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,48,.,.,u--------,0,AuxK,,,,,
17.346-17.351,2279864,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,49,[0],,,20,APOS,,,,,
17.352-17.353,2279865,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,τὸν,ὁ,p-s---ma-,4,OBJ,urn:cts:greekLit:tlg0012.tlg001:17.352,AccObj,,,
17.352-17.353,2279865,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,δὲ,δέ,g--------,9,AuxY,urn:cts:greekLit:tlg0012.tlg001:17.352,,,,
17.352-17.353,2279865,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,πεσόντ̓,πίπτω,v-sapama-,1,ATV,urn:cts:greekLit:tlg0012.tlg001:17.352,AccObj_PartAttr_unknown,AccObj,PartAttr,
17.352-17.353,2279865,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,ἐλέησεν,ἐλεέω,v3saia---,9,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:17.352,Aor_unknown_unknown,Aor,unknown,
17.352-17.353,2279865,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,ἀρήϊος,ἄρειος,a-s---mn-,6,ATR,urn:cts:greekLit:tlg0012.tlg001:17.352,NomSubj,,,
17.352-17.353,2279865,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,Ἀστεροπαῖος,Ἀστεροπαῖος,n-s---mn-,4,SBJ,urn:cts:greekLit:tlg0012.tlg001:17.352,NomSubj,,,
17.352-17.353,2279865,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,",",",",u--------,9,AuxX,,,,,
17.352-17.353,2279865,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,ἴθυσεν,ἰθύω,v3saia---,9,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:17.353,AorIngr_unknown_unknown,AorIngr,unknown,
17.352-17.353,2279865,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,δὲ,δέ,g--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:17.353,,,,
17.352-17.353,2279865,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,καὶ,καί,d--------,11,AuxZ,urn:cts:greekLit:tlg0012.tlg001:17.353,,,,
17.352-17.353,2279865,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,ὃ,ὁ,p-s---mn-,8,SBJ,urn:cts:greekLit:tlg0012.tlg001:17.353,NomSubj,,,
17.352-17.353,2279865,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,πρόφρων,πρόφρων,a-s---mn-,11,ATV,urn:cts:greekLit:tlg0012.tlg001:17.353,NomSubj,,,
17.352-17.353,2279865,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,Δαναοῖσι,Δαναοί,n-p---md-,14,OBJ,urn:cts:greekLit:tlg0012.tlg001:17.353,DatVerb,,,
17.352-17.353,2279865,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,μάχεσθαι,μάχομαι,v--pne---,8,OBJ,urn:cts:greekLit:tlg0012.tlg001:17.353,InfDyn_InfDyn_unknown,InfDyn,InfDyn,
17.352-17.353,2279865,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,15,·,·,u--------,0,AuxK,,,,,
17.354,2279866,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,ἀλλ̓,ἀλλά,d--------,5,AuxY,urn:cts:greekLit:tlg0012.tlg001:17.354,,,,
17.354,2279866,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,οὔ,οὔπως,d--------,3,AuxZ,urn:cts:greekLit:tlg0012.tlg001:17.354,,,,
17.354,2279866,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,πως,οὔπως,d--------,5,ADV,urn:cts:greekLit:tlg0012.tlg001:17.354,,,,
17.354,2279866,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,ἔτι,ἔτι,d--------,5,ADV,urn:cts:greekLit:tlg0012.tlg001:17.354,,,,
17.354,2279866,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,εἶχε,ἔχω,v3siia---,0,PRED,urn:cts:greekLit:tlg0012.tlg001:17.354,Impf_unknown_unknown,Impf,unknown,
17.354,2279866,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,·,·,u--------,0,AuxK,,,,,
17.354-17.355,2279867,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,σάκεσσι,σάκος,n-p---nd-,3,OBJ,urn:cts:greekLit:tlg0012.tlg001:17.354,DatVerb,,,
17.354-17.355,2279867,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,γὰρ,γάρ,g--------,3,AuxY,urn:cts:greekLit:tlg0012.tlg001:17.354,,,,
